oṃnamaḥśukrabṛhaspatibhyāṃ	Óm Salutation to Sukra and Brihaspati
anīkasthapramāṇaiḥ praśastavyañjanaācārān hastino gṛhṇīyuḥ //	Experts in catching elephants shall follow the instructions given to them by the elephant doctor aníkastha and catch such elephants as are possessed of auspicious characteristics and good character
hastipradhānaṃ vijayo rājñaḥ //	The victory of kings in battles depends mainly upon elephants;
paraanīkavyūhadurgaskandhaāvārapramardanā hy atipramāṇaśarīrāḥ prāṇaharakarmāṇo hastinaḥ //	for elephants, being of large bodily frame, are capable not only to destroy the arrayed army of an enemy, his fortifications, and encampments, but also to undertake works that are dangerous to life
kāliṅgaaṅgarajāḥ śreṣṭhāḥ prācyāś cedikarūṣajāḥ /	Elephants bred in countries, such as Kálinga, Anga, Karúsa, and the East are the best;
dāśārṇāś caaparaantāś ca dvipānāṃ madhyamā matāḥ //	those of the Dasárna and western countries are of middle quality;
saurāṣṭrikāḥ pāñcanadās teṣāṃ pratyavarāḥ smṛtāḥ /	and those of Sauráshtra and Panchajana countries are of low quality
sarveṣāṃ karmaṇā vīryaṃ javas tejaś ca vardhate //	The might and energy of all can, however, be improved by suitable training
caturdiśaṃ janapadaante sāmparāyikaṃ daivakṛtaṃ durgaṃ kārayet, antardvīpaṃ sthalaṃ vā nimnaavaruddham audakam,	CONSTRUCTION OF FORTS ON all the four quarters of the boundaries of the kingdom, defensive fortifications against an enemy in war shall be constructed on grounds best fitted for the purpose a waterfortification audaka such as an island in the midst of a river, or a plain surrounded by low ground;
prāstaraṃ guhāṃ vā pārvatam,	a mountainous Kautilyas Arthashastra fortification párvata such as a rocky tract or a cave;
nirudakastambam iriṇaṃ vā dhānvanam, khañjanaudakaṃ stambagahanaṃ vā vanadurgam //	a desert dhánvana such as a wild tract devoid of water and overgrown with thicket growing in barren soil; or a forest fortification vanadurga full of wagtail khajana, water and thickets
teṣāṃ nadīparvatadurgaṃ janapadaārakṣasthānam,	Of these, water and mountain fortifications are best suited to defend populous centres;
dhānvanavanadurgam aṭavīsthānam āpady apasāro vā //	and desert and forest fortifications are habitations in wilderness atavísthánam
janapadamadhye samudayasthānaṃ sthānīyaṃ niveśayet, vāstukapraśaste deśe nadīsaṅgame hradasyaaviśoṣasyaaṅke sarasas taṭākasya vā, vṛttaṃ dīrghaṃ caturaśraṃ vā vāstuvaśena vā pradakṣiṇaudakaṃ paṇyapuṭabhedanam aṃsapathavāripathābhyām upetam //	Or with ready preparations for flight the king may have his fortified capital stháníya as the seat of his sovereignty samudayásthánam in the centre of his kingdom in a locality naturally best fitted for the purpose, such as the bank of the confluence of rivers, a deep pool of perennial water, or of a lake or tank, a fort, circular, rectangular, or square in form, surrounded with an artificial canal of water, and connected with both land and water paths may be constructed
tasya parikhās tisro daṇḍaantarāḥ kārayet caturdaśa dvādaśa daśaiti daṇḍān vistīrṇāḥ, vistārād avagāḍhāḥ pādaūnam ardhaṃ vā, tribhāgamūlāḥ, mūlacaturaśrā vā,	Round this fort, three ditches with an intermediate space of one danda ft from each other, fourteen, twelve and ten dandas respectively in width, with depth less by one quarter or by onehalf of their width, square at their bottom and onethird as wide as at their top, with sides built of stones or bricks, filled with perennial flowing water or with water drawn from some other source, and possessing crocodiles and lotus plants shall be constructed
/ caturdaṇḍaapakṛṣṭaṃ parikhāyāḥ ṣaḍdaṇḍaucchritam avaruddhaṃ taddviguṇaviṣkambhaṃ khātād vapraṃ kārayed ūrdhvacayaṃ mañcapṛṣṭhaṃ kumbhakukṣikaṃ vā hastibhir gobhiś	At a distance of four dandas ft from the innermost ditch, a rampart six dandas high and twice as much broad shall be erected by heaping mud upwards and by making it square at the bottom, oval at the centre pressed by the trampling of elephants and bulls, and planted with thorny and poisonous plants in bushes
ca kṣuṇṇaṃ kaṇṭakigulmaviṣavallīpratānavantam //	Gaps in the rampart shall be filled up with fresh earth
vaprasyaupari prākāraṃ viṣkambhadviguṇautsedham aiṣṭakaṃ dvādaśahastād ūrdhvam ojaṃ yugmaṃ vā ā caturviṃśatihastād iti kārayet	Above the rampart, parapets in odd or even numbers and with an intermediate, space of from to hastas from each other shall Kautilyas Arthashastra be built of bricks and raised to a height of twice their breadth
rathacaryāsaṃcāraṃ tālamūlaṃ murajakaiḥ kapiśīrṣakaiś caācitaagram //	The passage for chariots shall be made of trunks of palm trees or of broad and thick slabs of stones with spheres like the head of a monkey carved on their surface;
na tv eva kāṣṭamayam //	but never of wood as fire finds a happy abode in it
viṣkambhacaturaśram aṭṭālakam utsedhasamaavakṣepasopānaṃ kārayet triṃśaddaṇḍaantaraṃ ca // dvayor aṭṭālakayor madhye saharmyadvitalām adhyardhāyaāyāmāṃ pratolīṃ kārayet //	Towers, square throughout and with moveable staircase or ladder equal to its height, shall also be constructed In the intermediate space measuring thirty dandas between two towers, there shall be formed a broad street in two compartments covered over with a roof and twoandhalf times as long as it is broad
aṭṭālakapratolīmadhye tridhānuṣkaadhiṣṭhānaṃ saapidhānacchidraphalakasaṃhatam indrakośaṃ kārayet //	Between the tower and the broad street there shall be constructed an Indrakósa which is made up of covering pieces of wooden planks affording seats for three archers
antareṣu dvihastaviṣkambhaṃ pārśve caturguṇaāyāmaṃ devapathaṃ kārayet // daṇḍaantarā dvidaṇḍaantarā vā caryāḥ kārayet,	There shall also be made a road for Gods which shall measure two hastas inside the towers ?, four times as much by the sides, and eight hastas along the parapet Paths chárya, to ascend the parapet ? as broad as a danda ft or two shall also be made
agrāhye deśe pradhāvanikāṃ niṣkiradvāraṃ ca //	In an unassailable part of the rampart, a passage for flight pradhávitikám, and a door for exit nishkuradwáram shall be made
/ bahirjānubhañjanīśūlaprakarakūpakūṭaavapātakaṇṭakapratisaraahipṛṣṭhatālapattraśṛṅgaaṭakaśvadaṃṣṭraargalaupaskandanapādukaambarīṣaudapānakaiḥ	Outside the rampart, passages for movements shall be closed by forming obstructions such as a kneebreaker jánubhanjaní, a trident, mounds of earth, pits, wreaths of thorns, instruments made like the tail of a snake, palm leaf, triangle, and of dogs teeth, rods, Kautilyas Arthashastra ditches filled with thorns and covered with sand, frying pans and waterpools
/ prākāram ubhayato meṇḍhakam adhyardhadaṇḍaṃ kṛtvā pratolīṣaṭtulāantaraṃ dvāraṃ niveśayet pañcadaṇḍād ekauttaram āaṣṭadaṇḍād iti caturaśraṃ ṣaḍbhāgam	Having made on both sides of the rampart a circular hole of a dandaandahalf in diametre, an entrance gate to the fort onesixth as broad as the width of the street shall be fixed A square chaturásra is formed by successive addition of one danda up to eight dandas commencing from five, or in the proportion, onesixth of the length up to oneeighth
āyāmādadhikam aṣṭabhāgaṃ vā // pañcadaśahastād ekauttaram āaṣṭādaśahastād iti talautsedhaḥ //	The rise in level talotsedhah shall be made by successive addition of one hasta up to hastas commencing from hastas
stambhasya parikṣepaḥ ṣaḍāyāmo, dviguṇo nikhātaḥ, cūlikāyāś caturbhāgaḥ //	In fixing a pillar, six parts are to form its height, on the floor, twice as much parts to be entered into the ground, and onefourth for its capital
āditalasya pañcabhāgāḥ śālā vāpī sīmāgṛhaṃ ca //	Of the first floor, five parts are to be taken for the formation of a hall sálá, a well, and a boundaryhouse;
daśabhāgikau dvau pratimañcau,	twotenths of it for the formation of two platforms opposite to each other pratimanchau;
samucchrayād ardhatale sthūṇābandhaś ca //	an upper storey twice as high as its width;
ardhavāstukam uttamaagāram, tribhāgaantaraṃ vā,	an uppermost storey, half or threefourths as broad as the first floor;
iṣṭakāavabaddhapārśvam,	side walls built of bricks;
vāmataḥ pradakṣiṇasopānaṃ gūḍhabhittisopānam itarataḥ // dvihastaṃ toraṇaśiraḥ //	on the left side, a staircase circumambulating from left to right; on the right, a secret staircase hidden in the wall; a topsupport of ornamental arches toranasirah projecting as far as two hastas;
tripañcabhāgikau dvau kapāṭayogau // dvau parighau //	two doorpanels, each occupying threefourths of the space; two and two crossbars parigha, to fasten the door;
aratnir indrakīlaḥ //	an ironbolt indrakila as long as an aratni angulas;
pañcahastam āṇidvāram //	a boundary gate ánidváram five hastas in width;
catvāro hastiparighāḥ //	four beams to shut the door against elephants;
niveśaardhaṃ hastinakham // mukhasamaḥ saṃkramaḥ saṃhāryo bhūmimayo vā nirudake //	and turrets hastinakha outside the rampart raised up to the height of the face of a man, removable or irremovable, or made of earth in places devoid of water
prākārasamaṃ mukham avasthāpya tribhāgagodhāmukhaṃ gopuraṃ kārayet //	Kautilyas Arthashastra 0 A turret above the gate and starting from the top of the parapet shall be constructed, its front resembling an alligator up to threefourths of its height
prākāramadhye vāpīṃ kṛtvā puṣkariṇīdvāram,	In the centre of the parapets, there shall be constructed a deep lotus pool;
catuḥśālam adhyardhaantaraṃ sāṇikaṃ kumārīpuram, muṇḍaharmyadvitalaṃ muṇḍakadvāram,	a rectangular building of four compartments, one within the other; an abode of the Goddess Kumiri Kumárípuram, having its external area oneandahalf times as broad as that of its innermost room; a circular building with an arch way;
bhūmidravyavaśena vā niveśayet // tribhāgaadhikaāyāmā bhāṇḍavāhinīḥ kulyāḥ kārayet //	and in accordance with available space and materials, there shall also be constructed canals kulyá to hold weapons and three times as long as broad
tāsu pāṣāṇakuddālāḥ kuṭhārīkāṇḍakalpanāḥ / muṣuṇḍhīmudgarā daṇḍāś cakrayantraśataghnayaḥ // kāryāḥ kārmārikāḥ śūlā vedhanaagrāś ca veṇavaḥ / uṣṭragrīvyoagnisamyogāḥ kupyakalpe ca yo vidhiḥ //	In those canals, there shall be collected stones, spades kuddála, axes kuthári, varieties of staffs, cudgel musrinthi, hammers mudgara, clubs, discus, machines yantra, and such weapons as can destroy a hundred persons at once sataghni, together with spears, tridents, bamboosticks with pointed edges made of iron, camelnecks, explosives agnisamyógas, and whatever else can be devised and formed from available materials
trayaḥ prācīnā rājamārgās traya udīcīnā iti vāstuvibhāgaḥ //	DEMARCATION of the ground inside the fort shall be made first by opening three royal roads from west to east and three from south to north
sa dvādaśadvāro yuktaudakabhramacchannapathaḥ //	Kautilyas Arthashastra The fort shall contain twelve gates, provided with both a land and waterway kept secret
caturdaṇḍaantarā rathyāḥ // rājamārgadroṇamukhasthānīyarāṣṭravivītapathāḥ samyānīyavyūhaśmaśānagrāmapathāś caaṣṭadaṇḍāḥ //	Chariotroads, royal roads, and roads leading to drónamukha, stháníya, country parts, and pasture grounds shall each be four dandas ft in width Roads leading to sayóníya ?, military stations vyúha, burial or cremation grounds, and to villages shall be eight dandas in width
caturdaṇḍaḥ setuvanapathaḥ,	Roads to gardens, groves, and forests shall be four dandas
dvidaṇḍo hastikṣetrapathaḥ,	Roads leading to elephant forests shall be two dandas
pañcaaratnayo rathapathaḥ,	Roads for chariots shall be five aratnis ½ ft
catvāraḥ paśupathaḥ,	Roads for cattle shall measure four aratnis;
dvau kṣudrapaśumanuṣyapathaḥ //	and roads for minor quadrupeds and men two aratnis
pravīre vāstuni rājaniveśaś cāturvarṇyasamājīve // vāstuhṛdayād uttare navabhāge yathāuktavidhānam antaḥpuraṃ prānmukham udanmukhaṃ vā kārayet //	In the midst of the houses of the people of all the four castes and to the north from the centre of the ground inside the fort, the king‟s palace, facing either the north or the east shall, as described elsewhere Chapter , Book , be constructed occupying oneninth of the whole site inside the fort
tasya pūrvauttaraṃ bhāgam ācāryapurohitaijyātoyasthānaṃ mantriṇaś caāvaseyuḥ,	Royal teachers, priests, sacrificial place, waterreservoir and ministers shall occupy sites east by north to the palace
pūrvadakṣiṇaṃ bhāgm mahānasaṃ hastiśālā koṣṭhaagāraṃ ca // tataḥ paraṃ gandhamālyarasapaṇyāḥ prasādhanakāravaḥ kṣatriyāś ca pūrvāṃ diśam adhivaseyuḥ //	Royal kitchen, elephant stables, and the storehouse shall be situated on sites east by south On the eastern side, merchants trading in scents, garlands, grains, and liquids, together with expert artisans and the people of Kautilyas Arthashastra Kshatriya caste shall have their habitations
dakṣiṇapūrvaṃ bhāgaṃ bhāṇḍaagāram akṣapaṭalaṃ karmaniṣadyāś ca,	The treasury, the accountant‟s office, and various manufactories karmanishadyáscha shall be situated on sites south by east
dakṣiṇapaścimaṃ bhāgaṃ kupyagṛham āyudhaagāraṃ ca //	The storehouse of forest produce and the arsenal shall be constructed on sites south by west
tataḥ paraṃ nagaradhānyavyāvahārikakārmāntikabalaadhyakṣāḥ pakvaannasurāmāṃsapaṇyā rūpājīvās tālāvacarā vaiśyāś ca dakṣiṇāṃ	To the south, the superintendents of the city, of commerce, of manufactories, and of the army as well as those who trade in cooked rice, liquor, and flesh, besides prostitutes, musicians, and the people of Vaisya caste shall live
paścimadakṣiṇaṃ bhāgaṃ kharauṣṭraguptisthānaṃ karmagṛhaṃ ca,	To the west by south, stables of asses, camels, and working house
paścimauttaraṃ bhāgaṃ yānarathaśālāḥ //	To the west by north, stables of conveyances and chariots
tataḥ param ūrṇāsūtraveṇucarmavarmaśastraāvaraṇakāravaḥ śūdrāś ca paścimāṃ diśam adhivaseyuḥ //	To the west, artisans manufacturing worsted threads, cotton threads, bamboomats, skins, armours, weapons, and gloves as well as the people of Súdra caste shall have their dwellings
uttarapaścimaṃ bhāgaṃ paṇyabhaiṣajyagṛham,	To the north by west, shops and hospitals
uttarapūrvaṃ bhāgaṃ kośo gavaaśvaṃ ca //	To the north by east, the treasury and the stables of cows and horses
tataḥ paraṃ nagararājadevatālohamaṇikāravo brāhmaṇāś cauttarāṃ diśam adhivaseyuḥ //	To the north, the royal tutelary deity of the city, ironsmiths, artisans working on precious stones, as well as Bráhmans shall reside
vāstucchidraanuśāleṣu śreṇīprapaṇinikāyā āvaseyuḥ //	In the several corners, guilds and corporations of workmen shall reside
aparaajitaapratihatajayantavaijayantakoṣṭhān śivavaiśravaṇaaśviśrīmadirāgṛhāṇi ca puramadhye kārayet //	Kautilyas Arthashastra In the centre of the city, the apartments of Gods such as Aparájita, Apratihata, Jayanta, Vaijayanta, Siva, Vaisravana, Asvina divine physicians, and the honourable liquorhouse Srímadiragriham, shall be situated
yathāuddeśaṃ vāstudevatāḥ sthāpayet //	In the corners, the guardian deities of the ground shall be appropriately set up
brāhmaaindrayāmyasaināpatyāni dvārāṇi //	Likewise the principal gates such as Bráhma, Aindra, Yámya, and Sainápatya shall be constructed;
bahiḥ parikhāyā dhanuḥśataapakṛṣṭāś caityapuṇyasthānavanasetubandhāḥ kāryāḥ,	and at a distance of 00 bows dhanus 0 angulas from the ditch on the counterscarp side, places of worship and pilgrimage, groves and buildings shall be constructed
yathādiśaṃ ca digdevatāḥ //	Guardian deities of all quarters shall also be set up in quarters appropriate to them
uttaraḥ pūrvo vā śmaśānabhāgo varṇauttamānām, dakṣiṇena śmaśānaṃ varṇaavarāṇām //	Either to the north or the east, burial or cremation grounds shall be situated; but that of the people of the highest caste shall be to the south of the city
tasyaatikrame pūrvaḥ sāhasadaṇḍaḥ //	Violation of this rule shall be punished with the first amercement
pāṣaṇḍacaṇḍālānāṃ śmaśānaante vāsaḥ //	Heretics and Chandálas shall live beyond the burial grounds
karmaantakṣetravaśena kuṭumbināṃ sīmānaṃ sthāpayet // teṣu puṣpaphalavāṭān dhānyapaṇyanicayāṃś caanujñātāḥ kuryuḥ //	Families of workmen may in any other way be provided with sites befitting with their occupation and field work Besides working in flowergardens, fruitgardens, vegetablegardens, and paddyfields allotted to them, they families shall collect grains and merchandise in abundance as authorised
daśakulīvāṭaṃ kūpasthānam //	There shall be a waterwell for every ten houses
/ sarvasnehadhānyakṣāralavaṇagandhabhaiṣajyaśuṣkaśākayavasavallūratṛṇakāṣṭhalohacarmaaṅgārasnāyuviṣaviṣāṇaveṇuvalkalasāradārupraharaṇaāvaraṇaaśmanicayān anekavarṣaupabhogasahān kārayet //	Kautilyas Arthashastra Oils, grains, sugar, salt, medicinal articles, dry or fresh vegetables, meadow grass, dried flesh, haystock, firewood, metals, skins, charcoal, tendons snáyu, poison, horns, bamboo, fibrous garments, strong timber, weapons, armour, and stones shall also be stored in the fort in such quantities as can be enjoyed for years together without feeling any want
navenaanavaṃ śodhayet //	Of such collection, old things shall be replaced by new ones when received
hastiaśvarathapādātam anekamukhyam avasthāpayet // anekamukhyaṃ hi parasparabhayāt paraupajāpaṃ naupaiti //	Elephants, cavalry, chariots, and infantry shall each be officered with many chiefs inasmuch as chiefs, when many, are under the fear of betrayal from each other and scarcely liable to the insinuations and intrigues of an enemy
etenaantapāladurgasaṃskārā vyākhyātāḥ //	The same rule shall hold good with the appointment of boundary, guards, and repairers of fortifications
na ca bāhirikān kuryāt pure rāṣṭraupaghātakān /	Never shall báhirikas who are dangerous to the well being of cities and countries be kept in forts
kṣipej janapade caetān sarvān vā dāpayet karān //	They may either be thrown in country parts or compelled to pay taxes
samnidhātā kośagṛhaṃ paṇyagṛhaṃ koṣṭhaagāraṃ kupyagṛham āyudhaagāraṃ bandhanaagāraṃ ca kārayet //	THE Chamberlain sannidhátá one who ever attends upon the king shall see to the construction of the treasuryhouse, tradinghouse, the storehouse of grains, the storehouse of forest produce, the armoury and the jail
/ caturaśrāṃ vāpīm anudakaupasnehāṃ khānayitvā pṛthuśilābhir ubhayataḥ pārśvaṃ mūlaṃ ca pracitya sāradārupañjaraṃ bhūmisamaṃ tritalam anekavidhānaṃ kuṭṭimadeśasthānatalam ekadvāraṃ yantrayuktasopānaṃ bhūmigṛhaṃ kārayet //	Kautilyas Arthashastra Having dug up a square well not too deep to be moist with water, having paved both the bottom and the sides with slabs of stone, he shall, by using strong timber, construct in that well a cagelike underground chamber of three stories high, the topmost being on a level with the surface of the ground, with many compartments of various design, with floor plastered with small stones, with one door, with a movable staircase, and solemnised with the presence of the guardian deity
tasyaupariubhayatoniṣedhaṃ sapragrīvam aiṣṭakaṃ bhāṇḍavāhinīparikṣiptaṃ kośagṛhaṃ kārayet,	Above this chamber, the treasury house closed on both sides, with projecting roofs and extensively opening into the storehouse shall be built of bricks
prāsādaṃ vā // janapadaante dhruvanidhim āpadartham abhityaktaiḥ kārayet //	He may employ outcast men abhityaktapurusha to build at the extreme boundary of the kingdom a palacious mansion to hold substantial treasure against dangers and calamities
pakvaiṣṭakāstambhaṃ catuḥśālam ekadvāram anekasthānatalaṃ vivṛtastambhaapasāram ubhayataḥ paṇyagṛhaṃ koṣṭhaagāraṃ ca dīrghabahuśālaṃ kakṣyaāvṛtakuḍyam antaḥ kupyagṛham,	The tradinghouse shall be a quadrangle enclosed by four buildings with one door, with pillars built of burnt bricks, with many compartments, and with a row of pillars on both sides kept apart The storehouse shall consist of many spacious rooms and enclose within itself the storehouse of forest produce separated from it by means of wall and connected with both the underground chamber and the armoury
pṛthagdharmasthīyaṃ mahāmātrīyaṃ vibhaktastrīpuruṣasthānam apasārataḥ suguptakakṣyaṃ bandhanaagāraṃ kārayet //	The court dharmasthíya and the office of the ministers mahámátríya shall be built in a separate locality Provided with separate accommodation for men and women kept apart and with many compartments well guarded, a jail shall also be constructed
sarveṣāṃ śālāḥ khātaudapānavarcasnānagṛhaagniviṣatrāṇamārjāranakulaārakṣāsvadaivatapūjanayuktāḥ kārayet //	Kautilyas Arthashastra All these buildings shall be provided with halls sála pits khátaprivy , waterwell, bathroom, remedies against fire and poison, with cats, mangooses, and with necessary means to worship the guardian gods appropriate to each
koṣṭhaagāre varṣamānam aratnimukhaṃ kuṇḍaṃ sthāpayet //	In front of the storehouse a bowl kunda with its mouth as wide as an aratni angulag shall be set up as raingauge varshamána
tatjātakaraṇaadhiṣṭhitaḥ purāṇaṃ navaṃ ca ratnaṃ sāraṃ phalgu kupyaṃ vā pratigṛhṇīyāt //	Assisted by experts having necessary qualifications and provided with tools and instruments, the chamberlain shall attend to the business of receiving gems either old or new, as well as raw materials of superior or inferior value
tatra ratnaupadhāv uttamo daṇḍaḥ kartuḥ kārayituś ca sāraupadhau madhyamaḥ, phalgukupyaupadhau tat ca tāvat ca daṇḍaḥ //	In cases of deception in gems, both the deceiver and the abettor shall be punished with the highest amercement; in the case of superior commodities, they shall be punished with the middlemost amercement;
rūpadarśakaviśuddhaṃ hiraṇyaṃ pratigṛhṇīyāt //	He shall receive only such gold coins as have been declared to be pure by the examiner of coins
aśuddhaṃ chedayet //	Counterfeit coins shall be cut into pieces
āhartuḥ pūrvaḥ sāhasadaṇḍaḥ //	Whoever brings in counterfeit coins shall be punished with the first amercement
śuddhaṃ pūrṇam abhinavaṃ ca dhānyaṃ pratigṛhṇīyāt //	Grains pure and fresh shall be received in full measures;
viparyaye mūlyadviguṇo daṇḍaḥ //	otherwise a fine of twice the value of the grains shall be imposed
tena paṇyaṃ kupyam āyudhaṃ ca vyākhyātam //	The same rule shall hold good with the receipt of merchandise, raw materials, and weapons
sarvaadhikaraṇeṣu yuktaupayuktatatpuruṣāṇāṃ paṇaādicatuṣpaṇaparamaapahāreṣu pūrvamadhyamauttamavadhā daṇḍāḥ //	Kautilyas Arthashastra In all departments, whoever, whether as an officer yukta, a clerk upayukta, or a servant tatpurusha, misappropriates sums from one to four panas or any other valuable things shall be punished with the first, middlemost, and highest amercements and death respectively
kośaadhiṣṭhitasya kośaavacchede ghātaḥ // tadvaiyāvṛtyakarāṇām ardhadaṇḍāḥ //	If the officer who is in charge of the treasury causes loss in money, he shall be whipped ghátah, while his abettors shall receive half the punishment;
paribhāṣaṇam avijñāte //	if the loss is due to ignorance, he shall be censured
corāṇām abhipradharṣaṇe citro ghātaḥ //	If, with the intention of giving a hint, robbers are frightened by the guards, the latter shall be tortured to death
tasmād āptapuruWaadhiṣṭhitaḥ samnidhātā nicayān anutiṣṭhet //	Hence assisted by trustworthy persons, the chamberlain shall attend to the business of revenue collection
bāhyam abhyantaraṃ cāyaṃ vidyād varṣaśatād api / yathā pṛṣṭo na sajjeta vyaye śeṣe ca saṃcaye //	He shall have so thorough a knowledge of both external and internal incomes running even for a hundred years that, when questioned, he can point out without hesitation the exact amount of net balance that remains after expenditure has been met with
samāhartā durgaṃ rāṣṭraṃ khaniṃ setuṃ vanaṃ vrajaṃ vaṇikpathaṃ caavekṣeta //	THE CollectorGeneral shall attend to the collection of revenue from forts durga, countryparts ráshtra, mines Kautilyas Arthashastra khani, buildings and gardens setu, forests vana, herds of cattle vraja, and roads of traffic vanikpatha
/ śulkaṃ daṇḍaḥ pautavaṃ nāgariko lakṣaṇaadhyakṣo mudrāadhyakṣaḥ surā	Tolls, fines, weights and measures, the townclerk nágaraka, the superintendent of coinage lakshanádhyakshah, the superintendent of seals and passports, liquor, slaughter of animals, threads, oils,
sūnā sūtraṃ tailaṃ ghṛtaṃ kṣāraḥ sauvarṇikaḥ paṇyasaṃsthā veśyā dyūtaṃ vāstukaṃ kāruśilpigaṇo devatāadhyakṣo dvārabahirikāādeyaṃ ca durgam //	ghee, sugar kshára, the stategoldsmith sauvarnika, the warehouse of merchandise, the prostitute, gambling, building sites vástuka, the corporation of artisans and handicraftsmen kárusilpiganah, the superintendent of gods, and taxes collected at the gates and from the people known as Báhirikas come under the head of forts
sītā bhāgo baliḥ karo vaṇik nadīpālas taro nāvaḥ pattanaṃ vivicitaṃ vartanī rajjuś corarajjuś ca rāṣṭram //	Produce from crownlands sita, portion of produce payable to the government bhága, religious taxes bali, taxes paid in money kara, merchants, the superintendent of rivers, ferries, boats, and ships, towns, pasture grounds, roadcess vartani, ropes rajjú and ropes to bind thieves chórarajjú come under the head of country parts
suvarṇarajatavajramaṇimuktāpravālaśaṅkhalohalavaṇabhūmiprastararasadhātavaḥ khaniḥ //	Gold, silver, diamonds, gems, pearls, corals, conchshells, metals loha, salt, and other minerals extracted from plains and mountain slopes come under the head of mines
puṣpaphalavāṭaṣaṇḍakedāramūlavāpāḥ setuḥ // paśumṛgadravyahastivanaparigraho vanam //	Flowergardens, fruitgardens, vegetablegardens, wet fields, and fields where crops are grown by sowing roots for seeds múlavápáh, ie, sugarcane crops, etc come under sétu
gomahiṣam ajaavikaṃ kharauṣtram aśvaaśvataraṃ ca vrajaḥ //	Cows, buffaloes, goats, sheep, asses, camels, horses, and mules come under the head of herds
sthalapatho vāripathaś ca vaṇikpathaḥ //	Kautilyas Arthashastra Land and water ways are the roads of traffic
ity āyaśarīram //	All these form the body of income áyasaríram
mūlyaṃ bhāgo vyājī parighaḥ klptam(klṛptam) rūpikam atyayaś caāyamukham // devapitṛpūjādānaartham, svastivācanam,	Capital múla, share bhága, premia vyáji, parigha ? fixed taxes klripta, premia on coins rúpika, and fixed fines atyaya are the several forms of revenue áyamukha, ie, the mouth from which income is to issue
pattiaśvarathadvipaparigraho, gomaṇḍalam, paśumṛgapakṣivyālavāṭāḥ, kāṣṭhatṛṇavāṭāś caiti vyayaśarīram // rājavarṣaṃ māsaḥ pakṣo divasaś ca vyuṣṭam,	The chanting of auspicious hymns during the worship of gods and ancestors, and on the occasion of giving gifts, the harem, the kitchen, the establishment of messengers, the storehouse, the armoury, the warehouse, the storehouse of raw materials, manufactories karmánta, free labourers vishti, maintenance of infantry, cavalry, chariots, and elephants, herds of cows, the museum of beasts, deer, birds, and snakes, and storage of firewood and fodder constitute the body of expenditure vyayasaríram
varṣāhemantagrīṣmāṇāṃ tṛtīyasaptamā divasaūnāḥ pakṣāḥ śeṣāḥ pūrṇāḥ, pṛthagadhimāsakaḥ, iti kālaḥ //	The royal year, the month, the paksha, the day, the dawn vyushta, the third and seventh pakshas of the seasons such as the rainy season, the winter season, and the summer short of their days, the rest complete, and a separate intercalary month are the divisions of time
karaṇīyaṃ siddhaṃ śeṣam āyavyayau nīvī ca //	He shall also pay attention to the work in hand karaníya, the work accomplished siddham, part of a work in hand sésha, receipts, expenditure, and net balance
saṃsthānaṃ pracāraḥ śarīraavasthāpanam ādānaṃ sarvasamudayapiṇḍaḥ saṃjātaṃ etat karaṇīyam //	The business of upkeeping the government samsthánam, the routine work prachárah, the collection of necessaries of life, the collection and audit of all kinds of revenue,these constitute the work in hand That which has been credited to the treasury;
kośaarpitaṃ rājahāraḥ puravyayaś ca praviṣṭaṃ paramasaṃvatsaraanuvṛttaṃ śāsanamuktaṃ mukhaājñaptaṃ caapātanīyaṃ etat	that which has been taken by the king; that which has been spent in connection Kautilyas Arthashastra 0 with the capital city not entered into the register or continued from year before last, the royal command dictated or orally intimated to be entered into the register,all these constitute the work accomplished
siddhikarmayogaḥ daṇḍaśeṣam āharaṇīyaṃ balātkṛtapratiṣṭabdham avamṛṣṭaṃ ca praśodhyaṃ etatśeṣam, asāram alpasāraṃ ca //	Preparation of plans for profitable works, balance of fines due, demand for arrears of revenue kept in abeyance, and examination of accounts,these constitute what is called part of a work in hand which may be of little or no value
vartamānaḥ paryuṣitoanyajātaś caāyaḥ //	Receipts may be current, last balance, and accidental anyajátah received from external source
divasaanuvṛtto vartamānaḥ //	What is received day after day is termed current vartamána
paramasāṃvatsarikaḥ parapracārasaṃkrānto vā paryuṣitaḥ //	Whatever has been brought forward from year before last, whatever is in the hands of others, and whatever has changed hands is termed last balance puryushita
naṣṭaprasmṛtam āyuktadaṇḍaḥ pārśvaṃ pārihīṇikam aupāyanikaṃ ḍamaragatakasvam aputrakaṃ nidhiś caanyajātaḥ // vikṣepavyādhitaantaraārambhaśeṣaṃ ca vyayapratyāyaḥ // vikriye paṇyānām arghavṛddhir upajā, mānaunmānaviśeṣo vyājī,	Whatever has been lost and forgotten by others, fines levied from government servants, marginal revenue pársva, compensation levied for any damage párihínikam, presentations to the king, the property of those who have fallen victims to epidemics damaragatakasvam leaving no sons, and treasuretroves,all these constitute accidental receipts Investment of capital vikshépa, the relics of a wrecked undertaking, and the savings from an estimated outlay are the means to check expenditure vyayapratyayah
krayasaṃgharṣe vārdhavṛddhiḥ ity āyaḥ //	The rise in price of merchandise due to the use of different weights and measures in selling is termed vyáji;
nityo nityautpādiko lābho lābhautpādika iti vyayaḥ //	Kautilyas Arthashastra Expenditure is of two kindsdaily expenditure and profitable expenditure
divasaanuvṛtto nityaḥ //	What is continued every day is daily
